Aaata finchi
Chalcopasta territans
Chalcophaps indica
Chalcophaps stephani
Chalcophora angulicollis
Chalcophora fortis
Chalcophora georgiana
Chalcophora liberta
Chalcophora virginiensis
Chalcopsitta atra
Chalcopsitta cardinalis
Chalcopsitta duivenbodei
Chalcopsitta sintillata
Chalcopteryx radians
Chalcopteryx rutilans
Chalcopteryx scintillans
Chalcopteryx seabrai
Chalcostigma herrani
Chalcostigma heteropogon
Chalcostigma olivaceum
Chalcostigma ruficeps
Chalcostigma stanleyi
Chalcosyrphus anomalus
Chalcosyrphus anthreas
Chalcosyrphus aristatus
Chalcosyrphus curvaria
Chalcosyrphus depressus
Chalcosyrphus dubius
Chalcosyrphus flexus
Chalcosyrphus inarmatus
Chalcosyrphus interruptus
Chalcosyrphus libo
Chalcosyrphus metallicus
Chalcosyrphus metallifer
Chalcosyrphus nigromaculatus
Chalcosyrphus ontario
Chalcosyrphus parvus
Chalcosyrphus pauxilla
Chalcosyrphus piger
Chalcosyrphus plesia
Chalcosyrphus sacawajeae
Chalcosyrphus satanica
Chalcosyrphus vecors
Chalcosyrphus violascens
Chalcothore montgomeryi
Chalcurgus cavifrons
Chalcurgus minor
Chalepispa ignorata
Chalepogenus bicellularis
Chalepogenus caeruleus
Chalepogenus calceolariae
Chalepogenus clypeolatus
Chalepogenus cocuccii
Chalepogenus crassifasciatus
Chalepogenus goeldianus
Chalepogenus herbsti
Chalepogenus luciane
Chalepogenus muelleri
Chalepogenus neffi
Chalepogenus nigripes
Chalepogenus parvus
Chalepogenus perimelaena
Chalepogenus rasmusseni
Chalepogenus roitmani
Chalepogenus rozeni
Chalepogenus rufipes
Chalepogenus subcaeruleus
Chalepogenus unicolor
Chalepogenus vogeli
Chaleponotus elusus
Chalepotatus antennalis
Chalepotatus coarctatus
Chalepotatus integer
Chalepotatus minor
Chalepoxenus brunneus
Chalepoxenus kutteri
Chalepoxenus muellerianus
Chalepoxenus spinosus
Chalepoxenus tarbinskii
Chalepoxenus tauricus
Chalepoxenus tramieri
Chalepoxenus zabelini
Chalepus acuticornis
Chalepus aeneiceps
Chalepus aeneicollis
Chalepus aenescens
Chalepus alternevittatus
Chalepus amabilis
Chalepus amiculus
Chalepus angulosus
Chalepus asperifrons
Chalepus assmanni
Chalepus aurantiacicollis
Chalepus bacchus
Chalepus badeni
Chalepus balli
Chalepus basilaris
Chalepus bellulus
Chalepus bicolor
Chalepus bicoloriceps
Chalepus binotaticollis
Chalepus bivittatus
Chalepus breveapicalis
Chalepus brevicornis
Chalepus caracasensis
Chalepus cautus
Chalepus cincticollis
Chalepus clypeatus
Chalepus consanguineus
Chalepus consimilis
Chalepus cordiger
Chalepus cyanescens
Chalepus cyanicornis
Chalepus deborrei
Chalepus digressus
Chalepus dorni
Chalepus erosus
Chalepus flaveolus
Chalepus flexuosus
Chalepus forticornis
Chalepus garleppi
Chalepus generosus
Chalepus germaini
Chalepus guatemalanus
Chalepus hepburni
Chalepus horni
Chalepus lateralis
Chalepus lineola
Chalepus longehumeralis
Chalepus marginatus
Chalepus marginiventris
Chalepus modestus
Chalepus monilicornis
Chalepus nigripictus
Chalepus nigrithorax
Chalepus nigrovirens
Chalepus notula
Chalepus obidosensis
Chalepus panici
Chalepus parananus
Chalepus pauli
Chalepus perplexus
Chalepus pici
Chalepus picturatus
Chalepus plebeius
Chalepus porosus
Chalepus pullus
Chalepus pusillus
Chalepus putzeysi
Chalepus quadricostatus
Chalepus ruficollis
Chalepus rufiventris
Chalepus sanguinicollis
Chalepus sanguinipennis
Chalepus schmidti
Chalepus scutellaris
Chalepus scutellatus
Chalepus selectus
Chalepus similatus
Chalepus subcordiger
Chalepus subhumeralis
Chalepus submarginatus
Chalepus submetallicus
Chalepus subparallelus
Chalepus tappesi
Chalepus testaceiceps
Chalepus teutonicus
Chalepus titschacki
Chalepus trivittatus
Chalepus verticalis
Chalepus vicinalis
Chalepus viduus
Chalepus walshii
Chalepus weyersi
Chalepus wygodzinskyi
Chalepus yucatanus
Chalinolobus dwyeri
Chalinolobus gouldii
Chalinolobus morio
Chalinolobus neocaledonicus
Chalinolobus nigrogriseus
Chalinolobus picatus
Chalinolobus tuberculatus
Chalumalna martinensis
Chalybdicus cupronitens
Chalybdicus hahnei
Chalybdicus popularis
Chalybdicus reverens
Chalybion accline
Chalybion ammophiloides
Chalybion bengalense
Chalybion bocandei
Chalybion bonneti
Chalybion californicum
Chalybion clypeatum
Chalybion dolichothorax
Chalybion fabricator
Chalybion femoratus
Chalybion flebile
Chalybion frontale
Chalybion fuscum
Chalybion gracile
Chalybion gredleri
Chalybion heinii
Chalybion incisum
Chalybion japonicum
Chalybion kenyae
Chalybion klapperichi
Chalybion laevigatum
Chalybion lividum
Chalybion madecassum
Chalybion magnum
Chalybion malignum
Chalybion minos
Chalybion mochii
Chalybion omissum
Chalybion parvulum
Chalybion petroleum
Chalybion planatum
Chalybion polyphemus
Chalybion ruficorne
Chalybion schulthessirechbergi
Chalybion sommereni
Chalybion spinolae
Chalybion sumatranum
Chalybion tibiale
Chalybion tomentosum
Chalybion triangulum
Chalybion turanicum
Chalybion vechti
Chalybion walteri
Chalybion yangi
Chalybion zimmermanni
Chalybura buffonii
Chalybura urochrysia
Chamaea fasciata
Chamaeclea basiochrea
Chamaeclea pernana
Chamaeleo affinis
Chamaeleo africanus
Chamaeleo anchietae
Chamaeleo arabicus
Chamaeleo balebicornutus
Chamaeleo bitaeniatus
Chamaeleo calcaricarens
Chamaeleo calyptratus
Chamaeleo camerunensis
Chamaeleo chamaeleon
Chamaeleo chapini
Chamaeleo conirostratus
Chamaeleo cristatus
Chamaeleo deremensis
Chamaeleo dilepis
Chamaeleo eisentrauti
Chamaeleo ellioti
Chamaeleo etiennei
Chamaeleo feae
Chamaeleo fuelleborni
Chamaeleo goetzei
Chamaeleo gracilis
Chamaeleo harennae
Chamaeleo hoehnelii
Chamaeleo incornutus
Chamaeleo ituriensis
Chamaeleo jacksonii
Chamaeleo johnstoni
Chamaeleo kinetensis
Chamaeleo laevigatus
Chamaeleo laterispinis
Chamaeleo marsabitensis
Chamaeleo melleri
Chamaeleo monachus
Chamaeleo montium
Chamaeleo namaquensis
Chamaeleo narraioca
Chamaeleo oweni
Chamaeleo pfefferi
Chamaeleo quadricornis
Chamaeleo quilensis
Chamaeleo roperi
Chamaeleo rudis
Chamaeleo ruspolii
Chamaeleo schoutedeni
Chamaeleo schubotzi
Chamaeleo senegalensis
Chamaeleo sternfeldi
Chamaeleo tempeli
Chamaeleo tremperi
Chamaeleo werneri
Chamaeleo wiedersheimi
Chamaeleo zeylanicus
Chamaemyia aridella
Chamaemyia flavipalpis
Chamaemyia fumicosta
Chamaemyia geniculata
Chamaemyia herbarum
Chamaemyia juncorum
Chamaepetes goudotii
Chamaepetes unicolor
Chamaeza campanisona
Chamaeza meruloides
Chamaeza mollissima
Chamaeza nobilis
Chamaeza ruficauda
Chamaeza turdina
Changeondelphax curvus
Changeondelphax velitchkovskyi
Chaoborus albatus
Chaoborus americanus
Chaoborus astictopus
Chaoborus cooki
Chaoborus crystallinus
Chaoborus festivus
Chaoborus flavicans
Chaoborus maculipes
Chaoborus obscuripes
Chaoborus punctipennis
Chaoborus trivittatus
Chaperina fusca
Chapischema doppelganger
Charadra deridens
Charadra dispulsa
Charadra franclemonti
Charadra moneta
Charadra tapa
Charadrahyla altipotens
Charadrahyla chaneque
Charadrahyla nephila
Charadrahyla taeniopus
Charadrahyla trux
Charadrius alexandrinus
Charadrius alticola
Charadrius asiaticus
Charadrius bicinctus
Charadrius collaris
Charadrius dubius
Charadrius falklandicus
Charadrius forbesi
Charadrius hiaticula
Charadrius javanicus
Charadrius leschenaultii
Charadrius marginatus
Charadrius melodus
Charadrius modestus
Charadrius mongolus
Charadrius montanus
Charadrius morinellus
Charadrius nivosus
Charadrius obscurus
Charadrius pallidus
Charadrius pecuarius
Charadrius peronii
Charadrius placidus
Charadrius ruficapillus
Charadrius sanctaehelenae
Charadrius semipalmatus
Charadrius thoracicus
Charadrius tricollaris
Charadrius veredus
Charadrius vociferus
Charadrius wilsonia
Charadrodromia arnaudi
Charadrodromia microphona
Charadrodromia syletor
Charadropsyche penicillata
Charaphloeus adustus
Charaphloeus bituberculatus
Charaphloeus convexulus
Charaphloeus dimidiatus
Charaphloeus flavosignatus
Charidotella actiosa
Charidotella ambita
Charidotella amicula
Charidotella amoena
Charidotella amoenula
Charidotella annexa
Charidotella atalanta
Charidotella atromarginata
Charidotella bifasciata
Charidotella bifossulata
Charidotella bifoveata
Charidotella bisbinotata
Charidotella bistillata
Charidotella bivulnerata
Charidotella bordoni
Charidotella carnulenta
Charidotella chanchamayana
Charidotella cingulata
Charidotella circumnotata
Charidotella conclusa
Charidotella connectens
Charidotella cyclographa
Charidotella discoidalis
Charidotella dominicanensis
Charidotella duplex
Charidotella ecuadorica
Charidotella egregia
Charidotella emarginata
Charidotella ferranti
Charidotella flaviae
Charidotella fumosa
Charidotella glaucina
Charidotella glaucovittata
Charidotella goyazensis
Charidotella granaria
Charidotella guadeloupensis
Charidotella hoegbergi
Charidotella immaculata
Charidotella incerta
Charidotella inconstans
Charidotella incorrupta
Charidotella inculta
Charidotella irazuensis
Charidotella jamaicensis
Charidotella kesseli
Charidotella latevittata
Charidotella limpida
Charidotella linigera
Charidotella liquida
Charidotella marcidula
Charidotella marculenta
Charidotella marginepunctata
Charidotella moraguesi
Charidotella morio
Charidotella myops
Charidotella nigriceps
Charidotella nigripennis
Charidotella oblectabilis
Charidotella oblita
Charidotella obnubilata
Charidotella opulenta
Charidotella ormondensis
Charidotella pacata
Charidotella pallescens
Charidotella pectoralis
Charidotella pellucida
Charidotella peruviana
Charidotella polita
Charidotella posticata
Charidotella praeusta
Charidotella proxima
Charidotella pudica
Charidotella puella
Charidotella purpurata
Charidotella purpurea
Charidotella quadrisignata
Charidotella rasilis
Charidotella recidiva
Charidotella rubicunda
Charidotella santaremi
Charidotella semiatrata
Charidotella seriatopunctata
Charidotella sexpunctata
Charidotella sinuata
Charidotella steinhauseni
Charidotella striatopunctata
Charidotella stulta
Charidotella subannulata
Charidotella submaculata
Charidotella subnotata
Charidotella subsignata
Charidotella succinea
Charidotella tricolorata
Charidotella tuberculata
Charidotella tumida
Charidotella ventricosa
Charidotella vinula
Charidotella virgo
Charidotella virgulata
Charidotella zona
Charidotis abrupta
Charidotis admirabilis
Charidotis aerosa
Charidotis affinis
Charidotis aguapretana
Charidotis ambigua
Charidotis annularis
Charidotis annulifera
Charidotis arrowi
Charidotis astraea
Charidotis atramentosa
Charidotis aurofasciata
Charidotis auroguttata
Charidotis aurulenta
Charidotis balteata
Charidotis beatula
Charidotis bellula
Charidotis benedicta
Charidotis biannulifera
Charidotis biarcuata
Charidotis bicallosula
Charidotis bicincta
Charidotis bicingulata
Charidotis bimarginata
Charidotis bipartita
Charidotis bondari
Charidotis brevicollis
Charidotis candens
Charidotis carbunculus
Charidotis cauta
Charidotis centromaculata
Charidotis chacoana
Charidotis chermesina
Charidotis cinctella
Charidotis cincticulus
Charidotis circinata
Charidotis circulifera
Charidotis circulus
Charidotis circumducta
Charidotis circumflexa
Charidotis circumscripta
Charidotis circumtexta
Charidotis clitelligera
Charidotis clypeolata
Charidotis coadunata
Charidotis coccinea
Charidotis cognata
Charidotis concentrica
Charidotis connexa
Charidotis consentanea
Charidotis consimilis
Charidotis contexta
Charidotis costaricea
Charidotis crenata
Charidotis curtula
Charidotis cyclops
Charidotis dahlbomi
Charidotis descrobata
Charidotis desulta
Charidotis diabolica
Charidotis discicollis
Charidotis divisa
Charidotis drakei
Charidotis emendabilis
Charidotis erythraea
Charidotis erythrostigma
Charidotis exigua
Charidotis exilis
Charidotis exquisita
Charidotis fenestralis
Charidotis fervida
Charidotis flavicans
Charidotis flavomarginata
Charidotis formalis
Charidotis formosa
Charidotis frontalis
Charidotis frugalis
Charidotis fugitiva
Charidotis furunculus
Charidotis furva
Charidotis gemellata
Charidotis gibbipennis
Charidotis glomerosa
Charidotis huallagensis
Charidotis incincta
Charidotis iris
Charidotis kudrnai
Charidotis laetabunda
Charidotis laevisculpta
Charidotis languida
Charidotis leprieuri
Charidotis luederwaldti
Charidotis luteola
Charidotis mansueta
Charidotis marginalis
Charidotis marginella
Charidotis miniata
Charidotis miniatula
Charidotis mnizecki
Charidotis mrazi
Charidotis neglecta
Charidotis nevermanni
Charidotis nigrocincta
Charidotis nucleata
Charidotis oblectans
Charidotis obtrita
Charidotis obtusa
Charidotis ocularis
Charidotis oculata
Charidotis orbifera
Charidotis paganettii
Charidotis pastica
Charidotis perplacens
Charidotis petulans
Charidotis phaedra
Charidotis plicatula
Charidotis porosula
Charidotis princeps
Charidotis procincta
Charidotis pulchra
Charidotis pumilio
Charidotis punctatostriata
Charidotis pupillata
Charidotis pustulata
Charidotis pygmaea
Charidotis quadrimaculata
Charidotis quadrioculata
Charidotis reinecki
Charidotis repanda
Charidotis romani
Charidotis rotundata
Charidotis rubrocincta
Charidotis rubrodiscoidalis
Charidotis rubropicta
Charidotis rubrovittata
Charidotis scarlatina
Charidotis seminulum
Charidotis signoreti
Charidotis soror
Charidotis speculum
Charidotis sphaerica
Charidotis spreta
Charidotis strandi
Charidotis subrubra
Charidotis subrugosa
Charidotis supposita
Charidotis surda
Charidotis tantilla
Charidotis terenosensis
Charidotis tersa
Charidotis tessellata
Charidotis tricolor
Charidotis tuberculata
Charidotis turbida
Charidotis turialbana
Charidotis valentula
Charidotis venusta
Charidotis virgata
Charidotis vitreata
Charidotis vittata
Charidotis yucatanensis
Charidotis zikani
Chariessa dichroa
Chariessa elegans
Chariessa floridana
Chariessa pilosa
Chariessa texana
Chariessa vestita
Chariesterus albiventris
Chariesterus alternatus
Chariesterus antennator
Chariesterus armatus
Chariesterus bahamensis
Chariesterus balli
Chariesterus brevipennis
Chariesterus cuspidatus
Chariesterus gracilicornis
Chariesterus moestus
Chariesterus pardalinus
Chariesterus robustus
Charina bottae
Charina umbratica
Charisalia americana
Charisina angustifrons
Charistena bergi
Charistena brasiliensis
Charistena brevelineata
Charistena brevenotata
Charistena minima
Charistena ruficollis
Charitospiza eucosma
Charmosyna aureicincta
Charmosyna diadema
Charmosyna josefinae
Charmosyna margarethae
Charmosyna meeki
Charmosyna multistriata
Charmosyna palmarum
Charmosyna papou
Charmosyna placentis
Charmosyna pulchella
Charmosyna rubrigularis
Charmosyna rubronotata
Charmosyna toxopei
Charmosyna wilhelminae
Charoxus spinifer
Chasiempis ibidis
Chasiempis sandwichensis
Chasiempis sclateri
Chasmacephala furtiva
Chasmacephala pluvialis
Chasmacephala tristis
Chasmatonotus atripes
Chasmatonotus bicolor
Chasmatonotus bimaculatus
Chasmatonotus fascipennis
Chasmatonotus hyalinus
Chasmatonotus maculipennis
Chasmatonotus unimaculatus
Chasmatonotus univittatus
Chasmogenus sapucay
Chathamia brevipennis
Chathamia integripennis
Chauliodes pectinicornis
Chauliodes rastricornis
Chauliognathus arizonensis
Chauliognathus basalis
Chauliognathus bipunctaticollis
Chauliognathus deceptus
Chauliognathus discus
Chauliognathus fasciatus
Chauliognathus lecontei
Chauliognathus lewisi
Chauliognathus limbicollis
Chauliognathus marginatus
Chauliognathus misellus
Chauliognathus obscurus
Chauliognathus omissus
Chauliognathus opacus
Chauliognathus pennsylvanicus
Chauliognathus profundus
Chauliognathus scutellaris
Chauliognathus transversus
Chauliognathus werneri
Chauliops annulatus
Chauliops bisontula
Chauliops choprai
Chauliops fallax
Chauliops horizontalis
Chauliops lobatula
Chauliops nigrescens
Chauliops rutherfordi
Chauna chavaria
Chauna torquata
Chaunocolus cornutus
Cheesmanomyia nigra
Cheguevaria angusta
Cheguevaria montana
Cheguevaria taino
Cheilister lucidulus
Cheilomenes sexmaculata
Cheilosia alaskensis
Cheilosia aldrichi
Cheilosia atrocapilla
Cheilosia bardus
Cheilosia baroni
Cheilosia bicolorata
Cheilosia bigelowi
Cheilosia borealis
Cheilosia browni
Cheilosia burkei
Cheilosia caltha
Cheilosia canada
Cheilosia capillata
Cheilosia catalina
Cheilosia chalybescens
Cheilosia chintimini
Cheilosia chrysochlamys
Cheilosia coerulea
Cheilosia columbiae
Cheilosia comosa
Cheilosia consentiens
Cheilosia cottrelli
Cheilosia cratorhina
Cheilosia cynoprosopa
Cheilosia ferruginea
Cheilosia flavosericea
Cheilosia florella
Cheilosia hermiona
Cheilosia hesperia
Cheilosia hiantha
Cheilosia hoodiana
Cheilosia hunteri
Cheilosia julietta
Cheilosia laevifrons
Cheilosia laevis
Cheilosia lasiophthalmus
Cheilosia latrans
Cheilosia leucoparea
Cheilosia livida
Cheilosia lucta
Cheilosia luna
Cheilosia margarita
Cheilosia meganosa
Cheilosia megatarsa
Cheilosia montanipes
Cheilosia nannomorpha
Cheilosia nasica
Cheilosia nigresens
Cheilosia nigroapicata
Cheilosia nigrobarba
Cheilosia nigrofasciata
Cheilosia nigrovittata
Cheilosia obesa
Cheilosia occidentalis
Cheilosia orilliaenis
Cheilosia pacifica
Cheilosia pagana
Cheilosia pallipes
Cheilosia pikei
Cheilosia pilosipes
Cheilosia pluto
Cheilosia pontiaca
Cheilosia porcina
Cheilosia prima
Cheilosia primoveris
Cheilosia promethea
Cheilosia punctulata
Cheilosia rhinoprosopa
Cheilosia rita
Cheilosia robusta
Cheilosia scilla
Cheilosia sensua
Cheilosia seripila
Cheilosia shannoni
Cheilosia sonoriana
Cheilosia sorrorcula
Cheilosia speculum
Cheilosia subchalybea
Cheilosia swannanoa
Cheilosia tantalus
Cheilosia wisconsinensis
Cheilosia yukonensis
Cheilotrichia akalavikensis
Cheilotrichia alicia
Cheilotrichia alticola
Cheilotrichia cinereipleura
Cheilotrichia curta
Cheilotrichia exilistyla
Cheilotrichia gloydae
Cheilotrichia noctivagans
Cheilotrichia ochricauda
Cheilotrichia perflavens
Cheilotrichia rectispina
Cheilotrichia stigmatica
Cheilotrichia subborealis
Cheilotrichia toklat
Cheilotrichia tridentata
Cheilotrichia tristimonia
Cheilotrichia umiat
Cheilotrichia unidentata
Cheimacheramus caudalis
Cheirogaleus andysabini
Cheirogaleus crossleyi
Cheirogaleus lavasoensis
Cheirogaleus major
Cheirogaleus medius
Cheirogaleus minusculus
Cheirogaleus sibreei
Cheirogaleus thomasi
Cheiromeles parvidens
Cheiromeles torquatus
Chejuparia pibari
Chelemys delfini
Chelemys macronyx
Chelemys megalonyx
Chelictinia riocourii
Chelidoptera tenebrosa
Chelidorhynx hypoxantha
Chelifera banski
Chelifera caliga
Chelifera cirrata
Chelifera defecta
Chelifera ensifera
Chelifera lovetti
Chelifera mana
Chelifera notata
Chelifera obsoleta
Chelifera palloris
Chelifera precatoria
Chelifera rastrifera
Chelifera scrotifera
Chelifera valida
Chelifera varix
Chelinidea canyona
Chelinidea hunteri
Chelinidea staffilesi
Chelinidea tabulata
Chelinidea vittiger
Cheliomyrmex andicola
Cheliomyrmex audax
Cheliomyrmex megalonyx
Cheliomyrmex morosus
Chelipoda albiseta
Chelipoda contracta
Chelipoda elongata
Chelipoda praestans
Chelipoda sicaria
Chelipoda vocatoria
Chelisoches morio
Chelobasis aemula
Chelobasis bicolor
Chelobasis laevicollis
Chelobasis perplexa
Chelodina burrungandjii
Chelodina canni
Chelodina colliei
Chelodina expansa
Chelodina gunaleni
Chelodina kuchlingi
Chelodina longicollis
Chelodina mccordi
Chelodina novaeguineae
Chelodina oblonga
Chelodina parkeri
Chelodina pritchardi
Chelodina reimanni
Chelodina steindachneri
Chelodina walloyarrina
Chelonarhister ashei
Chelonarhister castroi
Chelonarium lecontei
Chelonia mydas
Chelonoidis abingdonii
Chelonoidis becki
Chelonoidis carbonaria
Chelonoidis chathamensis
Chelonoidis chilensis
Chelonoidis darwini
Chelonoidis denticulata
Chelonoidis donfaustoi
Chelonoidis duncanensis
Chelonoidis hoodensis
Chelonoidis nigra
Chelonoidis phantastica
Chelonoidis porteri
Chelonoidis vicina
Chelonomima gracilis
Chelonomima partiticeps
Chelonomima proloxocera
Chelonomima signata
Chelonosternus tremolerasi
Chelonychus longipes
Chelorhinus flexibilis
Chelorhinus propheti
Chelostoma aureocinctum
Chelostoma bernardinum
Chelostoma bytinskii
Chelostoma californicum
Chelostoma campanularum
Chelostoma carinocaudatum
Chelostoma carinoclypeatum
Chelostoma carinulum
Chelostoma cockerelli
Chelostoma confusum
Chelostoma diodon
Chelostoma distinctum
Chelostoma dolosum
Chelostoma edentulum
Chelostoma emarginatum
Chelostoma florisomne
Chelostoma forcipatum
Chelostoma foveolatum
Chelostoma galeridum
Chelostoma garrulum
Chelostoma grande
Chelostoma handlirschi
Chelostoma hebraeum
Chelostoma hellenicum
Chelostoma incertum
Chelostoma incisulum
Chelostoma isabellinum
Chelostoma josefi
Chelostoma lamellum
Chelostoma laticaudum
Chelostoma longilabrare
Chelostoma lucens
Chelostoma maidli
Chelostoma marginatum
Chelostoma minutum
Chelostoma mocsaryi
Chelostoma nasutum
Chelostoma orientale
Chelostoma palaestinum
Chelostoma petersi
Chelostoma phaceliae
Chelostoma philadelphi
Chelostoma proximum
Chelostoma rapunculi
Chelostoma schlettereri
Chelostoma styriacum
Chelostoma sublamellum
Chelostoma subnitidum
Chelostoma tetramerum
Chelostoma torquillum
Chelostoma transversum
Chelostoma ventrale
Chelostoma xizangense
Chelus fimbriata
Chelydra acutirostris
Chelydra rossignonii
Chelydra serpentina
Chelymorpha aculeata
Chelymorpha adnata
Chelymorpha adspersula
Chelymorpha advena
Chelymorpha alternans
Chelymorpha andicola
Chelymorpha areata
Chelymorpha atomaria
Chelymorpha atrocincta
Chelymorpha binotata
Chelymorpha bituberculata
Chelymorpha bivulnerata
Chelymorpha boliviana
Chelymorpha bullata
Chelymorpha calva
Chelymorpha cassidea
Chelymorpha cavata
Chelymorpha cingulata
Chelymorpha circumpunctata
Chelymorpha clathrata
Chelymorpha clivosa
Chelymorpha cobaltina
Chelymorpha comata
Chelymorpha commutabilis
Chelymorpha constellata
Chelymorpha costaricensis
Chelymorpha cribraria
Chelymorpha gressoria
Chelymorpha haematura
Chelymorpha hoepfneri
Chelymorpha indigesta
Chelymorpha infecta
Chelymorpha infirma
Chelymorpha inflata
Chelymorpha insignis
Chelymorpha klugii
Chelymorpha limbatipennis
Chelymorpha marginata
Chelymorpha militaris
Chelymorpha multipicta
Chelymorpha nigricollis
Chelymorpha orthogonia
Chelymorpha pacifica
Chelymorpha partita
Chelymorpha peregrina
Chelymorpha personata
Chelymorpha peruana
Chelymorpha phytophagica
Chelymorpha polyspilota
Chelymorpha praetextata
Chelymorpha pubescens
Chelymorpha punctatissima
Chelymorpha punctigera
Chelymorpha reimoseri
Chelymorpha rosarioensis
Chelymorpha rufoguttata
Chelymorpha rugicollis
Chelymorpha sericea
Chelymorpha socia
Chelymorpha sturmii
Chelymorpha stygia
Chelymorpha subpunctata
Chelymorpha tessellata
Chelymorpha texta
Chelymorpha trinitatis
Chelymorpha varians
Chelymorpha variolosa
Chelymorpha vermiculata
Chelymorpha vittifera
Chelymorpha wollastoni
Chelyocephalus varicolor
Chelyophora borneana
Chelyoxenus xerobatis
Chelysida obtecta
Chelysida peringueyi
Chen caerulescens
Chen canagica
Chen rossii
Chenacidiella aureiseta
Chenacidiella bangaloriensis
Chenacidiella purpureiseta
Chenonetta jubata
Cheramoeca leucosterna
Chernokrilus erratus
Chernokrilus misnomus
Chernovskiia amphitrite
Chernovskiia orbicus
Chersina angulata
Chersinellina heteropunctata
Chersodromia cana
Chersodromia dissita
Chersodromia hawaiiensis
Chersodromia houghii
Chersodromia inchoata
Chersodromia insignita
Chersodromia inusitata
Chersodromia magacetes
Chersodromia nana
Chersodromia parallela
Chersodromus liebmanni
Chersodromus rubriventris
Chersomanes albofasciata
Chersomanes beesleyi
Chersophilus duponti
Chersotis juncta
Chesiadodes bicolor
Chesiadodes cinerea
Chesiadodes coniferaria
Chesiadodes curvata
Chesiadodes dissimilis
Chesiadodes fusca
Chesiadodes longa
Chesiadodes morosata
Chesiadodes polingi
Chesiadodes simularia
Chesiadodes tubercula
Chesippus notialis
Chetogena arnaudi
Chetogena claripennis
Chetogena clunalis
Chetogena edwardsii
Chetogena floridensis
Chetogena gelida
Chetogena indivisa
Chetogena lophyri
Chetogena omissa
Chetogena parvipalpis
Chetogena scutellaris
Chetogena sellersi
Chetogena subnitens
Chetogena tachinomoides
Chetogena vibrissata
Chetostoma admirandum
Chetostoma californicum
Chetostoma continuans
Chetostoma curvinerve
Chetostoma dilutum
Chetostoma ermolenkoi
Chetostoma interruptum
Chetostoma japonicum
Chetostoma melliculum
Chetostoma mirabile
Chetostoma miraculosum
Chetostoma mundum
Chetostoma rubidum
Chetostoma stackelbergi
Cheumatopsyche addita
Cheumatopsyche admetos
Cheumatopsyche akana
Cheumatopsyche albocincta
Cheumatopsyche albofasciata
Cheumatopsyche albomaculata
Cheumatopsyche alfierii
Cheumatopsyche amboinica
Cheumatopsyche amiena
Cheumatopsyche amurensis
Cheumatopsyche analis
Cheumatopsyche anema
Cheumatopsyche angusta
Cheumatopsyche anthracias
Cheumatopsyche antoniensis
Cheumatopsyche aphanta
Cheumatopsyche apicata
Cheumatopsyche arizonensis
Cheumatopsyche aterrima
Cheumatopsyche atlantis
Cheumatopsyche automedon
Cheumatopsyche banaueensis
Cheumatopsyche banksi
Cheumatopsyche bardiana
Cheumatopsyche beroni
Cheumatopsyche bhatrapura
Cheumatopsyche bibbensis
Cheumatopsyche bifida
Cheumatopsyche bimaculata
Cheumatopsyche boettgeri
Cheumatopsyche brevilineata
Cheumatopsyche brevis
Cheumatopsyche brunnea
Cheumatopsyche burgeonia
Cheumatopsyche burksi
Cheumatopsyche cahaba
Cheumatopsyche caieta
Cheumatopsyche calawagana
Cheumatopsyche camena
Cheumatopsyche camilla
Cheumatopsyche campyla
Cheumatopsyche capitata
Cheumatopsyche capitella
Cheumatopsyche caprotina
Cheumatopsyche carmentis
Cheumatopsyche carna
Cheumatopsyche ceramensis
Cheumatopsyche ceres
Cheumatopsyche chariklo
Cheumatopsyche charites
Cheumatopsyche charybdis
Cheumatopsyche cheesmanae
Cheumatopsyche chekiangensis
Cheumatopsyche chihonana
Cheumatopsyche chimaira
Cheumatopsyche chinensis
Cheumatopsyche chione
Cheumatopsyche chlorogastra
Cheumatopsyche chryseis
Cheumatopsyche chrysothemis
Cheumatopsyche clavalis
Cheumatopsyche cocles
Cheumatopsyche cognita
Cheumatopsyche columnata
Cheumatopsyche comis
Cheumatopsyche comorina
Cheumatopsyche concava
Cheumatopsyche concordia
Cheumatopsyche contexta
Cheumatopsyche copia
Cheumatopsyche copiosa
Cheumatopsyche cornix
Cheumatopsyche costalis
Cheumatopsyche cressida
Cheumatopsyche criseyde
Cheumatopsyche curvata
Cheumatopsyche danae
Cheumatopsyche daurensis
Cheumatopsyche delamarei
Cheumatopsyche dhanikari
Cheumatopsyche diehli
Cheumatopsyche digitata
Cheumatopsyche diminuta
Cheumatopsyche dubitans
Cheumatopsyche edista
Cheumatopsyche ela
Cheumatopsyche enonis
Cheumatopsyche ernstheissi
Cheumatopsyche etrona
Cheumatopsyche excisa
Cheumatopsyche expeditionis
Cheumatopsyche explicanda
Cheumatopsyche falcifera
Cheumatopsyche fansipangensis
Cheumatopsyche fausta
Cheumatopsyche flavosulphurea
Cheumatopsyche fulvescens
Cheumatopsyche fusca
Cheumatopsyche gaia
Cheumatopsyche galahittigama
Cheumatopsyche galapitikanda
Cheumatopsyche galloisi
Cheumatopsyche gelita
Cheumatopsyche geora
Cheumatopsyche georgulmeri
Cheumatopsyche gibbsi
Cheumatopsyche globosa
Cheumatopsyche gordonae
Cheumatopsyche gracilis
Cheumatopsyche guadunica
Cheumatopsyche guerneana
